company,"Specific Bean Origin or Bar Name",REF,grading_year,"Cocoa Percent","Company Location",flavor_rating,"Bean Type",country_of_origin,Flavor Rating (1-10)
Cacao de Origen,"Chuao, Aragua region",1395,2014,70%,Venezuela,3.75,Trinitario,Venezuela,7.5
Cacao de Origin,Hacienda la Trinidad,1668,2015,74%,Venezuela,3.25, ,Venezuela,6.5
Cacao Hunters,Macondo,1816,2016,71%,Colombia,3.75, ,Colombia,7.5
Cacao Hunters,Perla Negra,1816,2016,74%,Colombia,3.75, ,Colombia,7.5
Cacao Hunters,Arhuacos,1662,2015,72%,Colombia,3.75, ,Colombia,7.5
Cacao Hunters,Sierra Nevada,1430,2014,64%,Colombia,3.50, ,Colombia,7
Cacao Hunters,Tumaco,1430,2014,70%,Colombia,3.50, ,Colombia,7
Cacao Hunters,"Boyaca, Aprocampa Coop, Pauna",1434,2014,69%,Colombia,2.75, ,Colombia,5.5
Cacao Hunters,Arauca,1434,2014,70%,Colombia,3.25, ,Colombia,6.5
Cacao Market,"Jutiapa, lot 050916D",1860,2016,70%,U.S.A.,3.50,Trinitario,Honduras,7
Cacao Prieto,"Criollo, Dominican Republic",991,2012,72%,U.S.A.,3.75,Criollo,Dominican Republic,7.5
Cacao Prieto,"Dominican Republicm, rustic",641,2011,72%,U.S.A.,3.00, ,Dominican Republic,6
Cacao Prieto,Dominican Republic,641,2011,66%,U.S.A.,3.75, ,Dominican Republic,7.5
Cacao Prieto,"Dominican Republic, rustic",647,2011,65%,U.S.A.,3.25, ,Dominican Republic,6.5
Cacao Sampaka,"Mahali, Kasai",1908,2016,70%,Spain,3.50,Criollo,Congo,7
Cacao Sampaka,Madagascar,508,2010,71%,Spain,3.50,Trinitario,Madagascar,7
Cacao Sampaka,Ecuador,523,2010,71%,Spain,3.75, ,Ecuador,7.5
Cacao Sampaka,Papua,523,2010,71%,Spain,4.00, ,Papua New Guinea,8
Cacao Sampaka,Grenada,537,2010,71%,Spain,3.25,Trinitario,Grenada,6.5
Cacao Sampaka,Venezuela,537,2010,71%,Spain,3.50, ,Venezuela,7
Cacao Sampaka,Venezuela,537,2010,77%,Spain,3.50, ,Venezuela,7
Cacao Sampaka,"Porcelana, Tabasco, La Joya",336,2009,70%,Spain,4.00,Criollo,Mexico,8
Cacao Sampaka,"Xoconusco, Chiapas",346,2009,70%,Spain,4.00,Criollo,Mexico,8
Cacao Store,Madagascar,1684,2015,70%,Japan,3.00,Trinitario,Madagascar,6
Cacao Store,Peru,1684,2015,70%,Japan,3.25, ,Peru,6.5
Cacao Store,Vietnam,1684,2015,70%,Japan,3.50,Trinitario,Vietnam,7
Cacaosuyo (Theobroma Inversiones),Piura,1173,2013,70%,Peru,3.25, ,Peru,6.5
Cacaoyere (Ecuatoriana),Amazonia,237,2008,63%,Ecuador,3.50,Forastero (Arriba),Ecuador,7
Cacaoyere (Ecuatoriana),Esmeraldas,237,2008,71%,Ecuador,3.50,Forastero (Arriba),Ecuador,7
Cacaoyere (Ecuatoriana),Bolivar,245,2008,82%,Ecuador,2.50,Forastero (Arriba),Ecuador,5
Cacaoyere (Ecuatoriana),Pichincha,259,2008,91%,Ecuador,1.50,Forastero (Arriba),Ecuador,3
Callebaut,Grenade,296,2008,60%,Belgium,2.75,Trinitario,Grenada,5.5
Callebaut,Baking,141,2007,70%,Belgium,1.00, ,Ecuador,2
C-Amaro,Cuba,1442,2014,75%,Italy,2.50, ,Cuba,5
C-Amaro,Dominican Republic,1442,2014,72%,Italy,3.00, ,Dominican Republic,6
C-Amaro,"Lago di Como, Blu",1442,2014,70%,Italy,3.50,Blend, ,7
C-Amaro,Ecuador,1185,2013,100%,Italy,3.50, ,Ecuador,7
C-Amaro,Venezuela,809,2012,80%,Italy,3.00, ,Venezuela,6
C-Amaro,Sao Tome,749,2011,78%,Italy,2.25,Forastero,Sao Tome,4.5
C-Amaro,Trinidad,765,2011,70%,Italy,2.50,Trinitario,Trinidad,5
Cao,Porcelana,1804,2016,75%,U.S.A.,2.50,Criollo,Venezuela,5
Cao,Tanzania,1804,2016,73%,U.S.A.,2.75, ,Tanzania,5.5
Cao,"Porcelana, Batch 5163",1804,2016,70%,U.S.A.,3.00,Criollo,Venezuela,6
Cao,Bolivia,1808,2016,75%,U.S.A.,3.00, ,Bolivia,6
Cao,Brazil,1808,2016,70%,U.S.A.,3.25,Trinitario,Brazil,6.5
Caoni (Tulicorp),Esmeraldas,237,2008,77%,Ecuador,2.00,Forastero (Arriba),Ecuador,4
Caoni (Tulicorp),Manabi,237,2008,77%,Ecuador,2.50,Forastero (Arriba),Ecuador,5
Caoni (Tulicorp),Los Rios,245,2008,77%,Ecuador,2.75,Forastero (Arriba),Ecuador,5.5
Caoni (Tulicorp),Manabi,266,2008,55%,Ecuador,3.00,Forastero (Arriba),Ecuador,6
Caoni (Tulicorp),Los Rios,269,2008,55%,Ecuador,3.25,Forastero (Arriba),Ecuador,6.5
Caoni (Tulicorp),Esmeraldas,269,2008,55%,Ecuador,3.50,Forastero (Arriba),Ecuador,7
Captain Pembleton,"Saidor Estate, Madang P.",1263,2014,70%,New Zealand,3.50,Trinitario,Papua New Guinea,7
Captain Pembleton,Kulili Estate,1263,2014,70%,New Zealand,3.75, ,Papua New Guinea,7.5
Caribeans,"Antigua, Special Reserve",1582,2015,72%,Costa Rica,3.50, ,Guatemala,7
Caribeans,"Talamanca, Raul-Kekoldo community",1586,2015,72%,Costa Rica,3.25, ,Costa Rica,6.5
Caribeans,Anselmo Paraiso Estate,1586,2015,72%,Costa Rica,3.50, ,Costa Rica,7
Caribeans,Costa Rica,841,2012,72%,Costa Rica,3.00,Forastero,Costa Rica,6
Caribeans,Costa Rica,845,2012,80%,Costa Rica,2.75,Forastero,Costa Rica,5.5
Carlotta Chocolat,Arauca,1884,2016,65%,Colombia,3.00,Trinitario,Colombia,6
Carlotta Chocolat,Tumaco,1888,2016,65%,Colombia,3.25,Trinitario,Colombia,6.5
Carlotta Chocolat,Cordoba,1888,2016,65%,Colombia,3.25,Trinitario,Colombia,6.5
Carlotta Chocolat,Huila,1888,2016,65%,Colombia,3.50,Trinitario,Colombia,7
Carlotta Chocolat,Cesar,1888,2016,65%,Colombia,3.50,CCN51,Colombia,7
Castronovo,"Maya Mtn, Batch 454, Heirloom",1724,2016,72%,U.S.A.,4.00,Trinitario,Belize,8
Castronovo,"the lost city, gracias a dias, batch 362",1570,2015,72%,U.S.A.,3.50,Trinitario,Honduras,7
Castronovo,"Duarte, Batch 360",1570,2015,70%,U.S.A.,3.75,"Criollo, Trinitario",Domincan Republic,7.5
Castronovo,"Piaroa, Amazonas, Batch 350",1574,2015,72%,U.S.A.,3.50, ,Venezuela,7
Castronovo,Sierra Nevada,1347,2014,72%,U.S.A.,3.50,"Criollo, Trinitario",Colombia,7
Castronovo,Arauca,1371,2014,76%,U.S.A.,3.50,"Criollo, Trinitario",Colombia,7
Castronovo,Elvesia P.,1407,2014,70%,U.S.A.,2.75,Trinitario,Dominican Republic,5.5
Castronovo,Bolivia,1101,2013,70%,U.S.A.,3.00,Trinitario,Bolivia,6
Castronovo,Conacado,1101,2013,73%,U.S.A.,3.50,Trinitario,Dominican Republic,7
Castronovo,San Martin,1105,2013,70%,U.S.A.,2.50,Criollo,Peru,5
Castronovo,"Guaniamo, Amazonas",1105,2013,70%,U.S.A.,3.25, ,Venezuela,6.5
Castronovo,Nicaragua,1109,2013,72%,U.S.A.,3.25,Trinitario,Nicaragua,6.5
Castronovo,Tumbes,1153,2013,70%,U.S.A.,2.75,Criollo,Peru,5.5
Castronovo,Guaniamo,1153,2013,72%,U.S.A.,3.00, ,Venezuela,6
Cello,Ecuador,1247,2014,70%,U.S.A.,2.50, ,Ecuador,5
Cello,Peru,1247,2014,70%,U.S.A.,2.75, ,Peru,5.5
Cello,Venezuela,1251,2014,70%,U.S.A.,2.75, ,Venezuela,5.5
Cello,Bolivia,1251,2014,70%,U.S.A.,3.00, ,Bolivia,6
Cemoi,Equateur,404,2009,72%,France,2.75, ,Ecuador,5.5
Chaleur B,Uganda,1426,2014,70%,Canada,2.75,Forastero,Uganda,5.5
Charm School,Maya Mtn,1900,2016,70%,U.S.A.,3.25, ,Belize,6.5
Chchukululu (Tulicorp),Arriba,486,2010,55%,Ecuador,2.75,Forastero (Arriba),Ecuador,5.5
Chchukululu (Tulicorp),Los Rios,252,2008,75%,Ecuador,3.00,Forastero (Arriba),Ecuador,6
Chequessett,la Amistad,1235,2014,70%,U.S.A.,3.50, ,Costa Rica,7
Chloe Chocolat,Blend No. 1,672,2011,70%,France,3.50, , ,7
Chocablog,Ecuador,1454,2015,70%,U.K.,3.25, ,Ecuador,6.5
Choco Del Sol,Maya Mountain w/ nibs,1407,2014,75%,Germany,3.00,Trinitario,Belize,6
Choco Del Sol,Maya Mountain,1407,2014,82%,Germany,3.25,Trinitario,Belize,6.5
Choco Dong,"Mekong Delta, early 2014 Harvest",1696,2015,70%,South Korea,2.75,Trinitario,Vietnam,5.5
Choco Dong,"Tawau, Oct. 2015 Harvest",1696,2015,70%,South Korea,3.50,Trinitario,Malaysia,7
Chocolarder,Peru,1482,2015,65%,U.K.,2.50,Criollo,Peru,5
Chocolarder,Peru + nibs,1482,2015,65%,U.K.,2.75,Criollo,Peru,5.5
Chocolarder,Dominican Republic,1514,2015,80%,U.K.,2.50, ,Dominican Republic,5
Chocola'te,Madagascar,647,2011,70%,U.S.A.,3.75,Trinitario,Madagascar,7.5
Chocola'te,Venezuela,647,2011,68%,U.S.A.,3.75, ,Venezuela,7.5
Chocolate Alchemist-Philly,"Tumbes, ""Zarumilla""",1772,2016,90%,U.S.A.,2.50, ,Peru,5
Chocolate Alchemist-Philly,"Philly Blend, 5 plantations",1772,2016,80%,U.S.A.,2.50, , ,5
Chocolate Con Amor,Wild Bolivian,1760,2016,70%,U.S.A.,2.50, ,Bolivia,5
Chocolate Con Amor,Uganda,1760,2016,70%,U.S.A.,2.75, ,Uganda,5.5
Chocolate Con Amor,Dominican Republic,1764,2016,60%,U.S.A.,3.00, ,Dominican Republic,6
Chocolate Con Amor,Dominican Republic,1764,2016,75%,U.S.A.,3.00, ,Dominican Republic,6
Chocolate Con Amor,Ocumare,1764,2016,80%,U.S.A.,3.00,Criollo (Ocumare),Venezuela,6
Chocolate Con Amor,Ecuador,1764,2016,70%,U.S.A.,3.25, ,Ecuador,6.5
Chocolate Con Amor,Nicaragua,1768,2016,80%,U.S.A.,2.75, ,Nicaragua,5.5
Chocolate Conspiracy,Peru,1259,2014,74%,U.S.A.,2.75, ,Peru,5.5
Chocolate Makers,Tres Hombres,1530,2015,75%,Amsterdam,3.25,Trinitario,Dominican Republic,6.5
Chocolate Makers,"Congo, Gorilla bar",1530,2015,68%,Amsterdam,3.50,Forastero,Congo,7
Chocolate Makers,"Peru, Awagum bar",1530,2015,80%,Amsterdam,3.75,Criollo,Peru,7.5
"Chocolate Tree, The",Maranon,1582,2015,69%,Scotland,3.75,Forastero (Nacional),Peru,7.5
"Chocolate Tree, The",Carenero Superior,1582,2015,80%,Scotland,3.75,Trinitario,Venezuela,7.5
"Chocolate Tree, The",Peru,1121,2013,70%,Scotland,3.75,Forastero (Nacional),Peru,7.5
"Chocolate Tree, The",Ecuador,919,2012,82%,Scotland,2.50,Forastero (Arriba),Ecuador,5
"Chocolate Tree, The",Peru,919,2012,68%,Scotland,2.75,Criollo,Peru,5.5
"Chocolate Tree, The",Madagascar,919,2012,72%,Scotland,3.25,Criollo,Madagascar,6.5
Chocolats Privilege,Xoconusco,1219,2014,70%,Canada,2.50,Criollo,Mexico,5
ChocoReko,Patanemo,1454,2015,77%,Japan,3.00,Criollo,Venezuela,6
Chocosol,"Chiapas, Lacandon Jungle, Oaxacom Mtn",682,2011,65%,Canada,3.25, ,Mexico,6.5
Chocovic,Xoconusco,478,2010,71%,Spain,3.25,Criollo,Mexico,6.5
Chocovic,Sambirano,478,2010,71%,Spain,3.50,Trinitario,Madagascar,7
Chocovic,Kendari,439,2009,60%,Spain,3.25, , ,6.5
Chocovic,Tarakan,439,2009,75%,Spain,3.25, , ,6.5
Chocovic,Ocumare,209,2008,71%,Spain,3.50,Criollo,Venezuela,7
Chocovic,"Bolivar, Guaranda",117,2007,71%,Spain,2.50,Forastero (Arriba),Ecuador,5
Chocovic,Guyave,117,2007,71%,Spain,2.50,Trinitario,Grenada,5
Chocovic,Maragda,117,2007,70%,Spain,3.00,Blend, ,6
Chocovivo,Tabasco,1522,2015,65%,U.S.A.,2.50,Trinitario,Mexico,5
Chocovivo,Tabasco,1522,2015,75%,U.S.A.,2.50,Trinitario,Mexico,5
Choklat,Ocumare,377,2009,80%,Canada,2.50,Criollo,Venezuela,5
Choklat,"Porcelana, Tabasco",377,2009,70%,Canada,2.75,Criollo,Mexico,5.5
Choklat,Brazilian,377,2009,70%,Canada,3.00, ,Brazil,6
Choklat,Brazilian,377,2009,80%,Canada,3.00, ,Brazil,6
Choklat,Ocumare,377,2009,70%,Canada,3.00,Criollo,Venezuela,6
Chokolat Elot (Girard),Guadeloupe,1149,2013,42%,Martinique,2.75, ,Martinique,5.5
Choocsol,"Chiapas, Lacandon Jungle, Oaxacom Mtn",1832,2016,75%,Canada,3.25, ,Mexico,6.5
Christopher Morel (Felchlin),"Maranon Canyon, Fortunato No. 4",666,2011,68%,Canada,3.75,Forastero (Nacional),Peru,7.5
Chuao Chocolatier,Choroni,445,2009,61%,U.S.A.,3.00,Criollo,Venezuela,6
Chuao Chocolatier (Pralus),Chuao,486,2010,77%,U.S.A.,2.75,Trinitario,Venezuela,5.5
Claudio Corallo,Terreiro Velho P.,470,2010,73.50%,Sao Tome,3.75,Forastero,Sao Tome & Principe,7.5
Claudio Corallo,Terreiro Velho P. w/ sugar crystals,209,2008,80%,Sao Tome,3.00,Forastero,Sao Tome & Principe,6
Claudio Corallo,Terreiro Velho P.,227,2008,75%,Sao Tome,4.00,Forastero,Sao Tome & Principe,8
Claudio Corallo,Principe,252,2008,100%,Sao Tome,1.00,Forastero,Sao Tome & Principe,2
Cloudforest,"Camino Verde P., Balao, Guayas, 2014",1486,2015,73%,U.S.A.,3.50, ,Ecuador,7
Coleman & Davis,Sambirano,1646,2015,75%,U.S.A.,3.00,Trinitario,Madagascar,6
Compania de Chocolate (Salgado),Sur del Lago,579,2010,70%,Argentina,3.25, ,Venezuela,6.5
Compania de Chocolate (Salgado),Carenero Superior,292,2008,80%,Argentina,2.75,Trinitario,Venezuela,5.5
Compania de Chocolate (Salgado),Moxos,292,2008,72%,Argentina,3.25, ,Bolivia,6.5
Compania de Chocolate (Salgado),Ocumare,292,2008,70%,Argentina,3.75,Criollo,Venezuela,7.5
Compania de Chocolate (Salgado),Esmeraldas,296,2008,88%,Argentina,2.75,Forastero (Nacional),Ecuador,5.5
Condor,Camino Verde,1630,2015,76%,U.S.A.,3.50, ,Ecuador,7
Confluence,"Tien Giang, 2015, batch 10-2-16",1916,2016,78%,U.S.A.,2.75,Trinitario,Vietnam,5.5
Coppeneur,"Ecuador, Puristique",1169,2013,65%,Germany,3.25,Forastero (Nacional),Ecuador,6.5
Coppeneur,Ghana Puristique,813,2012,85%,Germany,3.50,Forastero,Ghana,7
Coppeneur,Ecuador Puristique,817,2012,100%,Germany,1.50, ,Ecuador,3
Coppeneur,Uba Budo,821,2012,72%,Germany,3.75,Forastero,Sao Tome & Principe,7.5
Coppeneur,Madagascar,959,2012,70%,Germany,3.50,Trinitario,Madagascar,7
Coppeneur,Grenada,470,2010,72%,Germany,3.25,Trinitario,Grenada,6.5
Coppeneur,Chuao,478,2010,70%,Germany,3.00,Trinitario,Venezuela,6
Coppeneur,"Los Rios, H. Iara",558,2010,72%,Germany,2.50,Nacional,Ecuador,5
Coppeneur,Trinidad,558,2010,72%,Germany,3.00,Trinitario,Trinidad,6
Coppeneur,Jamaica,558,2010,72%,Germany,3.25,Trinitario,Jamaica,6.5
Coppeneur,Ocumare 61,558,2010,72%,Germany,3.25,Criollo (Ocumare 61),Venezuela,6.5
Coppeneur,"Porcelana, Apotequil",341,2009,72%,Germany,3.00,Criollo,Peru,6
Coppeneur,"Porcelana, Apotequil",445,2009,62%,Germany,3.25,Criollo,Peru,6.5
Coppeneur,Chuao 100hr,451,2009,70%,Germany,3.50,"Criollo, Trinitario",Venezuela,7
Coppeneur,Chuao 70hr,451,2009,70%,Germany,3.75,"Criollo, Trinitario",Venezuela,7.5
Coppeneur,"Porcelana, Tabasco, Mexico",220,2008,72%,Germany,3.00,Criollo,Mexico,6
Coppeneur,"Porcelana, Venezuela",220,2008,72%,Germany,3.00,Criollo (Porcelana),Venezuela,6
Coppeneur,"Sambirano, Menava P.",196,2007,72%,Germany,3.00,Trinitario,Madagascar,6
Cote d' Or (Kraft),Sensations Intense,48,2006,70%,Belgium,1.00, , ,2
Cravve,New Ireland,1283,2014,70%,Australia,2.50,Forastero,Papua New Guinea,5
Cravve,"Vanuatu, batch 2410",1335,2014,83%,Australia,2.75,Trinitario,Vanuatu,5.5
Cravve,"Tanzania, batch a1",971,2012,75%,Australia,3.25,Forastero,Tanzania,6.5
Cravve,"Bahia, batch a1213",975,2012,65%,Australia,3.25,Trinitario,Brazil,6.5
Cravve,"Namau Village, N. Taileva P., batch a2812",975,2012,67%,Australia,3.25,Trinitario,Fiji,6.5
Cravve,Vanuatu,975,2012,64%,Australia,3.25,Trinitario,Vanuatu,6.5
Cravve,Djual Island,975,2012,75%,Australia,3.50,Forastero,Papua New Guinea,7
Creo,"""heirloom"", Arriba Nacional",1736,2016,85%,U.S.A.,3.25,Forastero (Nacional),Ecuador,6.5
Creo,"""heirloom"", Arriba Nacional",1736,2016,73%,U.S.A.,3.75,Forastero (Nacional),Ecuador,7.5
Daintree,Goodman Estate,1654,2015,70%,Australia,2.75, ,Australia,5.5
Daintree,"Daintree Estates, N. Queensland",785,2011,70%,Australia,3.25, ,Australia,6.5
Dalloway,"Dominican Republic, batch 7",1928,2017,72%,U.S.A.,2.75, ,Dominican Republic,5.5
Damson,Robson Estate,1610,2015,70%,U.K.,3.00,Trinitario,Trinidad,6
Damson,Los Rios,1610,2015,70%,U.K.,3.50, ,Ecuador,7
Damson,Crayfish Bay aka Non Pariel Estate,1666,2015,70%,U.K.,2.25, ,Grenada,4.5
Damson,O'Payo,1666,2015,70%,U.K.,2.75, ,Nicaragua,5.5
Dandelion,"Zorzal Reserva, 2015 H., Kerchner",1816,2016,70%,U.S.A.,3.75, , ,7.5
Dandelion,"Maya Mtn., Break Bar- Snark",1446,2015,70%,U.S.A.,3.00,Trinitario,Belize,6
Dandelion,Maya Mountain,1219,2014,70%,U.S.A.,3.50,Trinitario,Belize,7
Dandelion,"Camino Verde P., Balao, Guayas, 2013",1295,2014,70%,U.S.A.,3.50, ,Ecuador,7
Dandelion,Buto,1303,2014,70%,U.S.A.,2.75, ,Liberia,5.5
Dandelion,"San Francisco de Macoris, Cibao region",1387,2014,70%,U.S.A.,3.75, ,Dominican Republic,7.5
Dandelion,"Cumboto, farmer Jose Lugo",1026,2013,70%,U.S.A.,2.75, ,Venezuela,5.5
Dandelion,Patanemo,1026,2013,70%,U.S.A.,3.25, ,Venezuela,6.5
Dandelion,"Mantuano, 2012",1085,2013,70%,U.S.A.,3.50, ,Venezuela,7
Dandelion,Papua New Guinea,1153,2013,70%,U.S.A.,3.50, ,Papua New Guinea,7
Dandelion,Upala,805,2012,70%,U.S.A.,3.00, ,Costa Rica,6
Dandelion,Colombian,805,2012,70%,U.S.A.,3.25, ,Colombia,6.5
Dandelion,"Elvesia, 2011",915,2012,70%,U.S.A.,3.75, ,Dominican Republic,7.5
Dandelion,Dominican Republic,654,2011,70%,U.S.A.,3.25, ,Dominican Republic,6.5
Dandelion,Madagascar,654,2011,70%,U.S.A.,3.25,Trinitario,Madagascar,6.5
Dandelion,Tanzania,654,2011,70%,U.S.A.,3.25, ,Tanzania,6.5
Danta,Los Ujuxtes,1223,2014,82%,Guatemala,3.25, ,Guatemala,6.5
Danta,Chuao,987,2012,75%,Guatemala,3.00,Trinitario,Venezuela,6
Danta,Los Ujuxtes,987,2012,70%,Guatemala,3.75, ,Guatemala,7.5
Danta,Sambirano,987,2012,70%,Guatemala,3.75,Trinitario,Madagascar,7.5
Danta,Las Acacias E.,987,2012,70%,Guatemala,4.00,Criollo,Guatemala,8
Danta,"Oscuro, Finca Chimelb",991,2012,70%,Guatemala,3.25, ,Guatemala,6.5
Danta,Los Ujuxtes,661,2011,60%,Guatemala,3.50, ,Guatemala,7
Danta,Las Acacias E.,423,2009,75%,Guatemala,3.00,Criollo,Guatemala,6
Danta,Las Acacias E.,423,2009,60%,Guatemala,3.25,Criollo,Guatemala,6.5
DAR,"Venezuela, batch 122",1920,2016,72%,U.S.A.,2.75, ,Venezuela,5.5
DAR,Vietnam,1920,2016,72%,U.S.A.,3.00,Trinitario,Vietnam,6
DAR,"DUO, batch 002",1920,2016,70%,U.S.A.,3.25, ,"Ecuador, Costa Rica",6.5
Dark Forest,Bolivia,1708,2016,75%,U.S.A.,3.25, ,Bolivia,6.5
Dark Forest,Madagascar,1550,2015,70%,U.S.A.,3.00,Trinitario,Madagascar,6
Dark Forest,Ocumare,1550,2015,70%,U.S.A.,3.25, ,Venezuela,6.5
Dark Forest,Tanzania,1554,2015,70%,U.S.A.,3.00, ,Tanzania,6
Dark Forest,Ecuador,1554,2015,70%,U.S.A.,3.25, ,Ecuador,6.5
Davis,Ghana,1093,2013,70%,U.S.A.,2.50,Forastero,Ghana,5
Davis,Rainforest,1093,2013,70%,U.S.A.,2.75, ,Dominican Republic,5.5
Davis,Venezuela,1093,2013,70%,U.S.A.,2.75, ,Venezuela,5.5
Davis,West Africa,907,2012,58%,U.S.A.,3.25,Forastero,West Africa,6.5
De Mendes,"Nativo, Varzea",1462,2015,72%,Brazil,3.50, ,Brazil,7
De Mendes,"Selvagem, Jari",1462,2015,65%,Brazil,3.50, ,Brazil,7
De Villiers,Bundibugyo District,1832,2016,70%,South Africa,2.50,Forastero,Uganda,5
De Villiers,"Sambirano Valley, batch 2477",1832,2016,70%,South Africa,3.00, ,Madagascar,6
Dean and Deluca (Belcolade),Madagascar,170,2007,66%,U.S.A.,2.50,Trinitario,Madagascar,5
Dean and Deluca (Belcolade),Costa Rica,175,2007,64%,U.S.A.,3.00, ,Costa Rica,6
Dean and Deluca (Belcolade),Ecuador,175,2007,71%,U.S.A.,3.00, ,Ecuador,6
Dean and Deluca (Belcolade),Ghana,175,2007,60%,U.S.A.,3.00,Forastero,Ghana,6
Dean and Deluca (Belcolade),Papua New Guinea,180,2007,64%,U.S.A.,3.00, ,Papua New Guinea,6
Dean and Deluca (Belcolade),Peru,180,2007,64%,U.S.A.,3.00, ,Peru,6
Debauve & Gallais (Michel Cluizel),Papua New Guinea,423,2009,64%,France,3.00, ,Papua New Guinea,6
Debauve & Gallais (Michel Cluizel),Venezuela,263,2008,66%,France,3.75, ,Venezuela,7.5
Desbarres,"Kilombero, batch 41",1916,2016,72%,Canada,2.50, ,Tanzania,5
DeVries,Bolivian,241,2008,80%,U.S.A.,2.75, ,Bolivia,5.5
DeVries,Costa Rica,166,2007,77%,U.S.A.,3.50,Trinitario,Costa Rica,7
DeVries,Dominican Republic,166,2007,77%,U.S.A.,3.50, ,Dominican Republic,7
Dick Taylor,Lanquin Estate,1952,2017,70%,U.S.A.,3.75, ,Guatemala,7.5
Dick Taylor,Tien Giang,1864,2016,78%,U.S.A.,3.50,Trinitario,Vietnam,7
Dick Taylor,"Alto Beni, Wild Harvest, Limited Ed.",1634,2015,70%,U.S.A.,3.75, ,Bolivia,7.5
Dick Taylor,Elvesia,1235,2014,74%,U.S.A.,3.50, ,Dominican Republic,7
Dick Taylor,"Ecuador, Choc. Garage Exclusive",1034,2013,70%,U.S.A.,3.25, ,Ecuador,6.5
Dick Taylor,Camino Verde,1193,2013,76%,U.S.A.,3.50, ,Ecuador,7
Dick Taylor,Bolivia,895,2012,75%,U.S.A.,2.75, ,Bolivia,5.5
Dick Taylor,Belize,955,2012,72%,U.S.A.,2.75,Trinitario,Belize,5.5
Dick Taylor,Sambirano,661,2011,80%,U.S.A.,2.75,Trinitario,Madagascar,5.5
Dick Taylor,Sambirano,661,2011,72%,U.S.A.,3.00,Trinitario,Madagascar,6
Dick Taylor,Mantuano,682,2011,75%,U.S.A.,2.75,Criollo,Venezuela,5.5
Dick Taylor,La Red,769,2011,74%,U.S.A.,3.00, ,Dominican Republic,6
Dick Taylor,Ecuador,769,2011,70%,U.S.A.,3.25, ,Ecuador,6.5
Doble & Bignall,Puerto Cabello,1688,2015,85%,U.K.,3.00, ,Venezuela,6
Doble & Bignall,"Panama, Raven",1371,2014,72%,U.K.,3.25, ,Panama,6.5
Doble & Bignall,"Puerto Cabello, Mantuano",1371,2014,72%,U.K.,3.25,Trinitario,Venezuela,6.5
Doble & Bignall,Johe,1407,2014,72%,U.K.,3.50,"Criollo, Trinitario",Nicaragua,7
Dole (Guittard),"O'ahu, N. Shore, Waialua Estate",311,2009,70%,U.S.A.,3.75, ,Hawaii,7.5
Dolfin (Belcolade),Africa,304,2008,88%,Belgium,3.00,Forastero,West Africa,6
Dolfin (Belcolade),Noir,63,2006,70%,Belgium,1.50, , ,3
Domori,Hacienda Victoria,1672,2015,70%,Italy,3.75, ,Ecuador,7.5
Domori,Ocumare 77,1672,2015,70%,Italy,3.75,Criollo (Ocumare 77),Venezuela,7.5
Domori,"IL100, H. San Jose",1109,2013,100%,Italy,3.00,Criollo,Venezuela,6
Domori,Morogoro,863,2012,70%,Italy,3.50, ,Tanzania,7
Domori,Guasare,863,2012,70%,Italy,3.75,Criollo,Venezuela,7.5
Domori,"Canoabo, Hacienda San Jose",693,2011,70%,Italy,3.50,Criollo,Venezuela,7
Domori,"Chuao, Hacienda San Jose",470,2010,70%,Italy,3.00,Trinitario,Venezuela,6
Domori,"Carupano, H. San Jose",227,2008,70%,Italy,3.00,Trinitario,Venezuela,6
Domori,Teyuna,272,2008,70%,Italy,3.00, ,Colombia,6
Domori,Blend No. 1,272,2008,78%,Italy,3.50,Blend, ,7
Domori,Ilblend,272,2008,70%,Italy,3.75,Blend, ,7.5
Domori,Porcelana,111,2007,70%,Italy,4.00,Criollo (Porcelana),Venezuela,8
Domori,"Ocumare 61, Puertomar",129,2007,75%,Italy,3.25,Criollo (Ocumare 61),Venezuela,6.5
Domori,Granella,135,2007,60%,Italy,3.25,Trinitario,Venezuela,6.5
Domori,Madagascar,135,2007,70%,Italy,3.50,Trinitario,Madagascar,7
Domori,Madagared,192,2007,70%,Italy,3.50,Criollo,Madagascar,7
Domori,"Java, Javablond",192,2007,70%,Italy,3.75,Criollo,Indonesia,7.5
Domori,Ecuador,192,2007,70%,Italy,4.00,Forastero (Arriba),Ecuador,8
Domori,"Ocumare 67, Puertofino",192,2007,70%,Italy,4.00,Criollo (Ocumare 67),Venezuela,8
Domori,Sur del Lago Classificado,87,2006,70%,Italy,3.00,Trinitario,Venezuela,6
Domori,Apurimac,87,2006,70%,Italy,3.25,Trinitario,Peru,6.5
Domori,Carenero Superior,87,2006,70%,Italy,3.50,Trinitario,Venezuela,7
Dormouse,Non Pariel Estate,1880,2016,75%,U.K.,2.75,Trinitario,Grenada,5.5
Dormouse,"Rio Caribe, Batch 7",1672,2015,70%,U.K.,2.50,Trinitario,Venezuela,5
Dormouse,"Colombia, Batch 9",1676,2015,80%,U.K.,2.75,"Criollo, Trinitario",Colombia,5.5
Dormouse,"Madagascar, Batch 8",1676,2015,77%,U.K.,2.75,"Criollo, Trinitario",Madagascar,5.5
Duffy's,"Rio Dulce, Xoco",1662,2015,70%,U.K.,4.00,Criollo,Guatemala,8
