"company","country_of_origin","flavor_rating","grading_year"
"Felchlin","Ecuador","3.5",2006
"Felchlin","Bolivia","4.0",2006
"Finca","Puerto Rico","2.25",2014
"Finca","Dominican Republic","3.0",2014
"Finca","Dominican Republic","3.25",2014
"Finca","Dominican Republic","2.5",2014
"Forever Cacao","Peru","2.75",2014
"Forteza (Cortes)","Domincan Republic","2.75",2016
"Forteza (Cortes)","Domincan Republic","2.75",2016
"Fossa","Madagascar","2.75",2016
"Fossa","Ecuador","3.5",2016
"Fossa","Tanzania","3.75",2016
"Franceschi","Venezuela","3.5",2014
"Franceschi","Venezuela","3.75",2014
"Franceschi","Venezuela","3.75",2012
"Franceschi","Venezuela","3.5",2012
"Frederic Blondeel","Costa Rica","3.5",2015
"Frederic Blondeel","Peru","3.5",2015
"Frederic Blondeel","Vietnam","3.0",2015
"Frederic Blondeel","Ghana","3.5",2014
"Frederic Blondeel","Madagascar","3.5",2014
"French Broad","Peru","3.5",2017
"French Broad","Guatemala","3.5",2015
"French Broad","Costa Rica","3.0",2014
"French Broad","Nicaragua","3.25",2014
"French Broad","Peru","3.5",2013
"French Broad","Peru","2.5",2012
"French Broad","Peru","3.5",2012
"French Broad","Peru","2.0",2012
"French Broad","Peru","3.5",2011
"French Broad","Dominican Republic","3.5",2011
"Fresco","Peru","3.0",2014
"Fresco","Peru","3.5",2014
"Fresco","Peru","3.5",2014
"Fresco","Peru","3.5",2014
"Fresco","Dominican Republic","3.25",2013
"Fresco","Dominican Republic","3.75",2013
"Fresco","Peru","3.75",2013
"Fresco","Peru","4.0",2013
"Fresco","Papua New Guinea","3.5",2012
"Fresco","Papua New Guinea","3.5",2012
"Fresco","Madagascar","4.0",2012
"Fresco","Papua New Guinea","4.0",2012
"Fresco","Papua New Guinea","3.0",2012
"Fresco","Ghana","2.75",2011
"Fresco","Jamaica","3.25",2011
"Fresco","Dominican Republic","3.5",2011
"Fresco","Jamaica","3.5",2011
"Fresco","Madagascar","2.75",2011
"Fresco","Dominican Republic","3.25",2011
"Fresco","Madagascar","3.0",2011
"Fresco","Venezuela","3.25",2011
"Fresco","Venezuela","4.0",2011
"Fresco","Jamaica","2.75",2009
"Fresco","Jamaica","3.0",2009
"Fresco","Jamaica","3.25",2009
"Fresco","Venezuela","3.5",2009
"Friis Holm","Nicaragua","3.5",2016
"Friis Holm (Bonnat)","Nicaragua","3.0",2015
"Friis Holm (Bonnat)","Nicaragua","3.25",2015
"Friis Holm (Bonnat)","Nicaragua","3.5",2014
"Friis Holm (Bonnat)","Nicaragua","3.25",2013
"Friis Holm (Bonnat)","Nicaragua","3.5",2013
"Friis Holm (Bonnat)","Nicaragua","3.25",2012
"Friis Holm (Bonnat)","Honduras","3.25",2012
"Friis Holm (Bonnat)","Nicaragua","3.25",2012
"Friis Holm (Bonnat)","Nicaragua","3.75",2012
"Friis Holm (Bonnat)","Nicaragua","3.25",2011
"Friis Holm (Bonnat)","Nicaragua","3.5",2011
"Friis Holm (Bonnat)","Nicaragua","3.5",2011
"Fruition","Bolivia","3.75",2016
"Fruition","Costa Rica","4.0",2016
"Fruition","Trinidad","3.75",2014
"Fruition","Peru","3.0",2014
"Fruition","Dominican Republic","3.75",2013
"Fruition","Ecuador","3.0",2013
"Fruition","Peru","2.5",2012
"Fruition","Costa Rica","3.25",2011
"Fruition","Costa Rica","3.0",2011
"Garden Island","Hawaii","2.5",2014
"Georgia Ramon","Madagascar","3.25",2015
"Georgia Ramon","Ghana","4.0",2015
"Georgia Ramon","Domincan Republic","3.5",2015
"Georgia Ramon","Domincan Republic","3.5",2015
"Georgia Ramon","Madagascar","3.5",2015
"Glennmade","Belize","3.5",2016
"Glennmade","Brazil","3.0",2015
"Goodnow Farms","Mexico","2.75",2016
"Goodnow Farms","Nicaragua","3.25",2016
"Goodnow Farms","Guatemala","3.25",2016
"Grand Place","Vietnam","3.0",2011
"Green & Black's (ICAM)"," ","2.5",2006
"Green Bean to Bar","Madagascar","3.5",2016
"Grenada Chocolate Co.","Grenada","3.25",2010
"Grenada Chocolate Co.","Grenada","2.75",2009
"Grenada Chocolate Co.","Grenada","2.5",2008
"Guido Castagna","Ecuador","3.0",2009
"Guido Castagna","Ghana","3.0",2009
"Guido Castagna","Trinidad, Tobago","3.0",2009
"Guido Castagna","Venezuela","3.0",2009
"Guido Castagna","Ven, Trinidad, Ecuador","3.25",2009
"Guittard"," ","3.75",2015
"Guittard","Haiti","2.75",2013
"Guittard","Nicaragua","2.75",2013
"Guittard","Jamaica","3.25",2013
"Guittard","Ecuador","3.5",2013
"Guittard"," ","2.75",2011
"Guittard"," ","3.25",2011
"Guittard"," ","3.25",2011
"Guittard","Trinidad","3.0",2010
"Guittard","Hawaii","3.0",2009
"Guittard"," ","3.0",2009
"Guittard"," ","3.5",2009
"Guittard","Peru","3.0",2008
"Guittard"," ","3.0",2008
"Guittard","Venezuela","3.5",2008
"Guittard"," ","3.5",2007
"Guittard","Colombia","3.0",2006
"Guittard","Venezuela","2.5",2006
"Guittard","Madagascar","3.5",2006
"Guittard","Ecuador","3.5",2006
"Guittard"," ","3.5",2006
"Guittard"," ","3.0",2006
"Habitual","Papua New Guinea","2.75",2014
"Habitual"," ","2.75",2014
"Habitual","Dominican Republic","3.25",2014
"Habitual"," ","3.5",2014
"Habitual"," ","2.75",2014
"Habitual"," ","3.0",2014
"Habitual"," ","3.0",2014
"Habitual","Hawaii","3.25",2014
"Habitual"," ","2.0",2014
"Hachez","Ecuador","2.5",2007
"Hacienda El Castillo","Ecuador","2.75",2014
"Hacienda El Castillo","Ecuador","3.0",2014
"Haigh","South America, Africa","3.0",2011
"Harper Macaw","Brazil","3.25",2016
"Harper Macaw","Brazil","3.0",2015
"Harper Macaw","Brazil","3.5",2015
"Harper Macaw","Brazil","3.5",2015
"Heilemann","Peru","2.75",2016
"Heirloom Cacao Preservation (Brasstown)","Belize","3.25",2016
"Heirloom Cacao Preservation (Fruition)","Costa Rica","3.5",2016
"Heirloom Cacao Preservation (Guittard)","Bolivia","3.5",2014
"Heirloom Cacao Preservation (Guittard)","Bolivia","3.0",2014
"Heirloom Cacao Preservation (Guittard)","Ecuador","3.75",2014
"Heirloom Cacao Preservation (Guittard)","Hawaii","3.75",2014
"Heirloom Cacao Preservation (Manoa)","Hawaii","3.5",2016
"Heirloom Cacao Preservation (Millcreek)","Ecuador","3.5",2016
"Heirloom Cacao Preservation (Mindo)","Ecuador","3.5",2016
"Heirloom Cacao Preservation (Zokoko)","Bolivia","3.75",2016
"Heirloom Cacao Preservation (Zokoko)","Bolivia","4.0",2016
"hello cocoa","Uganda","2.75",2015
"hello cocoa","Venezuela","3.5",2015
"hexx","Tanzania","2.75",2015
"hexx","Madagascar","3.0",2015
"hexx","Venezuela","3.0",2015
"hexx","Ecuador","3.25",2015
"hexx","Peru","3.25",2015
"Hogarth","Madagascar","2.75",2016
"Hogarth","Venezuela","2.75",2016
"Hogarth","Domincan Republic","3.25",2016
"Hogarth","Peru","3.5",2016
"Hoja Verde (Tulicorp)","Ecuador","2.0",2009
"Hoja Verde (Tulicorp)","Ecuador","2.5",2009
"Hoja Verde (Tulicorp)","Ecuador","3.0",2009
"Hoja Verde (Tulicorp)","Ecuador","3.25",2009
"Hoja Verde (Tulicorp)","Ecuador","3.5",2009
"Holy Cacao","Peru","2.75",2016
"Holy Cacao","Ecuador","3.5",2015
"Holy Cacao","Madagascar","3.5",2015
"Holy Cacao","Trinidad","3.5",2015
"Holy Cacao","Venezuela","3.5",2015
"Holy Cacao","Ivory Coast","2.5",2009
"Holy Cacao","Dominican Republic","2.75",2009
"Holy Cacao","Peru","3.5",2009
"Holy Cacao","Dominican Republic","3.75",2009
"Honest","Ecuador","2.5",2014
"Hotel Chocolat","St. Lucia","2.75",2015
"Hotel Chocolat","St. Lucia","4.0",2013
"Hotel Chocolat","St. Lucia","1.75",2013
"Hotel Chocolat (Coppeneur)","Trinidad","3.0",2013
"Hotel Chocolat (Coppeneur)","Vietnam","3.5",2013
"Hotel Chocolat (Coppeneur)","Ecuador","3.0",2013
"Hotel Chocolat (Coppeneur)","Madagascar","3.0",2013
"Hotel Chocolat (Coppeneur)","Ecuador","3.5",2013
"Hotel Chocolat (Coppeneur)","Peru","2.75",2013
"Hotel Chocolat (Coppeneur)","Ecuador","2.5",2013
"Hotel Chocolat (Coppeneur)","Dominican Republic","2.75",2013
"Hotel Chocolat (Coppeneur)","Madagascar","3.5",2012
"Hotel Chocolat (Coppeneur)","Ecuador","3.0",2011
"Hotel Chocolat (Coppeneur)","St. Lucia","3.0",2011
"Hotel Chocolat (Coppeneur)","St. Lucia","3.25",2011
"Hotel Chocolat (Coppeneur)","Ecuador","2.75",2010
"Hotel Chocolat (Coppeneur)","Dominican Republic","3.0",2010
"Hotel Chocolat (Coppeneur)","Venezuela","2.75",2010
"Hotel Chocolat (Coppeneur)","St. Lucia","3.0",2008
"Hotel Chocolat (Coppeneur)","Uganda","2.5",2008
"Hotel Chocolat (Coppeneur)","Tanzania","2.75",2008
"Hotel Chocolat (Coppeneur)","Sao Tome","3.0",2008
"Hummingbird","Vietnam","3.5",2015
"Hummingbird","Bolivia","3.0",2014
"Hummingbird","Bolivia","3.0",2014
"Hummingbird","Nicaragua","3.0",2014
"Hummingbird","Dominican Republic","3.75",2014
"Hummingbird","Dominican Republic","3.5",2014
"Hummingbird","Venezuela","3.25",2013
"Hummingbird","Venezuela","3.75",2013
"Idilio (Felchlin)","Venezuela","3.75",2013
"Idilio (Felchlin)","Venezuela","3.75",2011
"Idilio (Felchlin)","Venezuela","3.75",2011
"Idilio (Felchlin)","Venezuela","3.25",2011
"Idilio (Felchlin)","Venezuela","3.75",2011
"Idilio (Felchlin)","Venezuela","4.0",2011
"Idilio (Felchlin)","Venezuela","3.5",2011
"Idilio (Felchlin)","Venezuela","4.0",2011
"Idilio (Felchlin)","Venezuela","4.0",2011
"Idilio (Felchlin)","Venezuela","4.0",2011
"Indah","India","2.5",2016
"Indaphoria","Dominican Republic","3.25",2012
"Indaphoria","Dominican Republic","2.75",2012
"Indi","Honduras","3.0",2014
"iQ Chocolate","Peru","2.75",2012
"iQ Chocolate","Peru","3.0",2012
"Isidro","Madagascar","3.5",2014
"Isidro","Peru","2.25",2014
"Isidro","Belize","3.25",2014
"Isidro","Dominican Republic","3.25",2014
"Izard","Belize","3.5",2015
"Izard","Dominican Republic","2.75",2015
"Jacque Torres","Ghana","2.0",2006
"Jordis","Madagascar","2.75",2015
"Just Good Chocolate","Belize","3.5",2014
"Just Good Chocolate","Madagascar","3.5",2014
"Just Good Chocolate","Peru","4.0",2014
"Kah Kow","Dominican Republic","3.5",2013
"Kah Kow","Dominican Republic","3.0",2013
"Kah Kow","Dominican Republic","3.25",2013
"Kah Kow","Dominican Republic","3.25",2013
"Kakao","Peru","2.5",2012
"Kakao","Vanuatu","3.75",2009
"Kallari (Ecuatoriana)","Ecuador","3.0",2008
"Kallari (Ecuatoriana)","Ecuador","3.5",2008
"Kallari (Ecuatoriana)","Ecuador","2.75",2008
"Kallari (Ecuatoriana)","Ecuador","2.5",2008
"Kallari (Ecuatoriana)","Ecuador","2.75",2008
"Kallari (Ecuatoriana)","Ecuador","3.0",2008
"Kallari (Ecuatoriana)","Ecuador","2.5",2008
"Kallari (Ecuatoriana)","Ecuador","3.0",2008
"Kaoka (Cemoi)"," ","2.75",2009
"Kaoka (Cemoi)","Ecuador","2.75",2009
"Kerchner","Dominican Republic","3.75",2013
"Ki' Xocolatl","Mexico","2.0",2009
"Kiskadee","Dominican Republic","3.0",2014
"Kto","Peru","2.5",2014
"Kto","Venezuela","2.75",2014
"Kto","Belize","3.0",2014
"Kto","Madagascar","3.25",2014
"Kto","Belize","3.25",2014
"Kto","Dominican Republic","3.25",2014
"Kto","Dominican Republic","3.25",2014
"K'ul","Haiti","3.25",2016
"K'ul","Peru","2.75",2016
"K'ul","Ecuador","3.75",2016
"K'ul","Brazil","3.75",2016
"Kyya","Uganda","2.5",2014
"Kyya","Dominican Republic","3.0",2014
"Kyya","Ecuador","2.5",2014
"Kyya","Madagascar","3.0",2014
"L.A. Burdick (Felchlin)","Peru","3.25",2012
"L.A. Burdick (Felchlin)","Brazil","4.0",2012
"L.A. Burdick (Felchlin)","Venezuela","3.75",2012
"L.A. Burdick (Felchlin)","Ecuador","3.75",2011
"L.A. Burdick (Felchlin)","Grenada","3.25",2010
"L.A. Burdick (Felchlin)","Dominican Republic","3.75",2010
"L.A. Burdick (Felchlin)","Venezuela","3.0",2010
"L.A. Burdick (Felchlin)","Madagascar","3.5",2009
"L.A. Burdick (Felchlin)","Bolivia","3.0",2009
"La Chocolaterie Nanairo","Peru","2.25",2016
"La Chocolaterie Nanairo","Peru","2.5",2016
"La Chocolaterie Nanairo","Peru","3.0",2016
"La Chocolaterie Nanairo","Belize","3.0",2016
"La Maison du Chocolat (Valrhona)","Africa, Carribean, C. Am.","2.75",2013
"La Maison du Chocolat (Valrhona)","Tobago","3.25",2013
"La Maison du Chocolat (Valrhona)","Ecuador","3.25",2013
"La Maison du Chocolat (Valrhona)","Dominican Republic","3.5",2012
"La Maison du Chocolat (Valrhona)","Grenada","3.5",2011
"La Maison du Chocolat (Valrhona)","Ghana","3.25",2009
"La Maison du Chocolat (Valrhona)","Venezuela","3.5",2009
"La Maison du Chocolat (Valrhona)"," ","3.0",2009
"La Maison du Chocolat (Valrhona)"," ","3.75",2009
"La Maison du Chocolat (Valrhona)","Ven., Indonesia, Ecuad.","3.5",2008
"La Oroquidea","Peru","2.5",2011
"La Pepa de Oro","Ecuador","3.25",2011
"Laia aka Chat-Noir","Madagascar","2.75",2015
"Laia aka Chat-Noir","Vietnam","2.75",2015
"Laia aka Chat-Noir","Cuba","3.0",2015
"Laia aka Chat-Noir","Peru","3.25",2015
"Laia aka Chat-Noir","Ivory Coast","3.0",2015
"Laia aka Chat-Noir","Sao Tome","3.5",2015
"Laia aka Chat-Noir","Brazil","3.25",2015
"Laia aka Chat-Noir","Vietnam","3.75",2015
"Laia aka Chat-Noir","Cuba","2.75",2014
"Laia aka Chat-Noir","Trinidad-Tobago","2.75",2014
"Lajedo do Ouro","Brazil","3.5",2012
"Lake Champlain (Callebaut)","Tanzania","2.5",2009
"L'Amourette","Nicaragua","3.5",2016
"L'Amourette","Venezuela","3.0",2012
"L'Amourette","Venezuela","3.0",2012
"L'Amourette","Peru, Ecuador, Venezuela","3.0",2012
"Letterpress","Honduras","3.5",2017
"Letterpress","Belize","3.25",2017
"Letterpress","Liberia","3.25",2016
"Letterpress","Bolivia","3.25",2015
"Letterpress","Trinidad","3.5",2015
"Letterpress","Costa Rica","3.0",2015
"Letterpress","Domincan Republic","3.25",2015
"Letterpress","Tanzania","3.5",2015
"Letterpress","Peru","3.5",2014
"Levy","Madagascar","3.5",2014
"Lilla","Madagascar","3.0",2016
"Lillie Belle","Peru","3.5",2012
"Lillie Belle","Bolivia","3.5",2012
"Lillie Belle","Peru","3.75",2012
"Lillie Belle","Venezuela, Dom. Rep.","2.75",2012
"Lillie Belle","Dominican Republic","3.0",2012
"Lillie Belle","Bolivia","3.5",2012
"Lindt & Sprungli"," ","3.0",2007
"Loiza","Puerto Rico","2.5",2013
"Lonohana","Hawaii","3.75",2014
"Lonohana","Hawaii","3.25",2014
"Lonohana","Hawaii","3.75",2014
"Lonohana","Hawaii","3.0",2013
"Lonohana","Hawaii","3.0",2013
"Lonohana","Hawaii","3.5",2013
"Love Bar","Nicaragua","2.0",2015
"Luker","Colombia, Ecuador","2.75",2010
"Luker","Colombia, Ecuador","3.0",2010
"Luker","Colombia, Ecuador","3.0",2010
"Luker","Colombia","3.5",2010
"Machu Picchu Trading Co.","Peru","1.5",2011
"Machu Picchu Trading Co.","Peru","2.25",2010
"Madecasse (Cinagra)","Madagascar","3.5",2008
"Madecasse (Cinagra)","Madagascar","3.75",2008
"Madecasse (Cinagra)","Madagascar","4.0",2008
"Madecasse (Cinagra)","Madagascar","3.5",2008
"Madre","Solomon Islands","3.5",2017
"Madre","Puerto Rico","2.75",2013
"Madre","Brazil","3.5",2013
"Madre","Hawaii","2.75",2013
"Madre","Mexico","2.75",2013
"Madre","Hawaii","3.25",2012
"Madre","Hawaii","3.25",2012
"Madre","Hawaii","3.5",2012
"Madre","Dominican Republic","2.5",2011
"Madre","Costa Rica","2.75",2011
"Madre","Mexico","2.75",2010
"Maglio","Tanzania","2.0",2008
"Maglio","Ecuador","3.0",2008
"Maglio","Cuba","3.25",2008
"Maglio","Dominican Republic","3.75",2008
"Majani","Ecuador","2.0",2010
"Malagasy (Chocolaterie Robert)","Madagascar","2.75",2007
"Malagasy (Chocolaterie Robert)","Madagascar","3.5",2007
"Malagos","Philippines","3.5",2013
"Malie Kai (Guittard)","Hawaii","3.5",2010
"Malie Kai (Guittard)","Hawaii","2.75",2009
"Malmo","Venezuela","3.0",2016
"Mana","Ecuador","2.5",2015
"Mana","Peru","2.5",2014
"Mana","Venezuela","2.75",2014
"Mana","Dominican Republic","3.75",2012
"Manifesto Cacao","Colombia","2.75",2014
"Manoa","Papua New Guinea","3.5",2015
"Manoa","Costa Rica","3.75",2015
"Manoa","Hawaii","3.75",2013
"Manoa","Liberia","3.25",2012
"Manoa","Hawaii","2.75",2012
"Manoa","Peru","3.0",2012
"Manoa","Hawaii","3.25",2012
"Manufaktura Czekolady","Nicaragua","3.75",2016
"Manufaktura Czekolady","Peru","3.5",2016
"Manufaktura Czekolady","Venezuela","3.75",2014
"Manufaktura Czekolady","Colombia","3.5",2014
"Manufaktura Czekolady","Dominican Republic","3.25",2012
"Manufaktura Czekolady","Ghana","3.5",2012
"Manufaktura Czekolady","Ecuador","3.25",2012
"Map Chocolate","Vietnam","3.25",2016
"Map Chocolate","Dominican Republic","3.5",2015
"Map Chocolate","Peru","3.5",2015
"Map Chocolate","Ecuador","3.5",2015
"Map Chocolate","Trinidad","2.75",2015
"Map Chocolate","Nicaragua","3.5",2015
"Map Chocolate","Peru","3.5",2015
"Map Chocolate","Colombia","2.75",2015
"Map Chocolate","Tanzania","3.0",2015
"Map Chocolate","Honduras","3.5",2015
"Marana","Peru","3.0",2016
"Marana","Peru","2.75",2016
"Marana","Peru","3.0",2016
"Marigold's Finest"," ","3.25",2016
"Marou","Vietnam","3.25",2015
"Marou","Vietnam","3.5",2015
"Marou","Vietnam","3.75",2015
"Marou","Vietnam","3.5",2013
"Marou","Vietnam","3.5",2012
"Marou","Vietnam","3.5",2012
"Marou","Vietnam","3.5",2012
"Marou","Vietnam","3.5",2012
"Marou","Vietnam","3.0",2012
"Marou","Vietnam","3.5",2012
"Mars","Costa Rica","3.0",2010
"Mars","Ivory Coast","3.0",2010
"Mars","Nigeria","3.25",2010
"Mars","Ghana","3.5",2010
"Marsatta","Dominican Republic","2.25",2013
"Marsatta","Dominican Republic","2.5",2013
"Martin Mayer","Bolivia","2.75",2016
"Martin Mayer","Haiti","3.0",2016
"Martin Mayer","Colombia","3.25",2016
"Mast Brothers","Guatemala","3.0",2015
"Mast Brothers","Tanzania","3.25",2015
"Mast Brothers","Peru, Belize","3.75",2014
"Mast Brothers","Peru, Mad., Dom. Rep.","3.5",2012
"Mast Brothers",NULL,"2.5",2012
"Mast Brothers","Venezuela","2.75",2012
"Mast Brothers"," ","3.5",2011
"Mast Brothers","Venezuela","3.0",2011
"Mast Brothers","Venezuela","3.0",2011
"Mast Brothers","Venezuela","2.75",2011
"Mast Brothers","Belize","3.5",2011
"Mast Brothers","Papua New Guinea","2.75",2011
"Mast Brothers","Peru","3.0",2011
"Mast Brothers","Dominican Republic","3.25",2011
"Mast Brothers","Dominican Republic","3.75",2011
"Mast Brothers","Venezuela","2.75",2010
"Mast Brothers","Venezuela","3.0",2010
"Mast Brothers","Dominican Republic","3.25",2010
"Matale","Vanuatu","3.5",2013
"Matale","Madagascar","4.0",2013
"Matale","Papua New Guinea","4.0",2013
"Matale","PNG, Vanuatu, Mad","3.75",2013
"Maverick","Belize","3.25",2014
"Maverick","Dominican Republic","3.25",2014
"Maverick","Peru","3.25",2014
"Maverick","Peru","3.5",2014
"Mayacama","Domincan Republic","3.0",2016
"Meadowlands","Bolivia","2.5",2014
"Meadowlands","Venezuela","2.75",2014
"Meadowlands","Belize","3.0",2014
"Meadowlands","Nicaragua","3.0",2014
"Meadowlands","Dominican Republic","3.5",2014
"Menakao (aka Cinagra)","Madagascar","2.5",2012
"Menakao (aka Cinagra)","Madagascar","2.5",2012
"Mesocacao","El Salvador","2.75",2015
"Mesocacao","El Salvador","3.0",2015
"Mesocacao","Honduras","3.25",2014
"Mesocacao","Honduras","3.5",2014
"Mesocacao","Nicaragua","3.25",2014
"Mesocacao","Nicaragua","3.5",2014
"Metiisto","Brazil","3.0",2014
"Metiisto","Madagascar","3.5",2014
"Metropolitan","South America","3.5",2015
"Michel Cluizel","Mexico","3.75",2012
"Michel Cluizel","Venezuela","3.5",2007
"Michel Cluizel","Sao Tome","3.5",2007
"Michel Cluizel"," ","2.0",2006
"Michel Cluizel"," ","2.0",2006
"Michel Cluizel","Sao Tome","3.0",2006
"Michel Cluizel","Dominican Republic","4.0",2006
"Michel Cluizel","Madagascar","4.0",2006
"Michel Cluizel","Papua New Guinea","4.0",2006
"Michel Cluizel"," ","2.0",2006
"Middlebury","Belize","3.5",2015
"Middlebury","Trinidad","3.5",2015
"Middlebury","Dominican Republic","3.75",2015
"Middlebury","Venezuela","3.75",2015
"Middlebury","Tanzania","3.25",2015
"Middlebury","Nicaragua","3.5",2015
"Middlebury","Dominican Republic","2.5",2013
"Middlebury","Belize","3.25",2013
"Middlebury"," ","1.5",2012
"Middlebury","Bolivia","2.0",2012
"Middlebury","Indonesia","2.5",2012
"Millcreek Cacao Roasters","Ecuador","2.5",2013
"Millcreek Cacao Roasters","Ecuador","3.5",2012
"Mindo","Ecuador","2.75",2010
"Mindo","Ecuador","2.75",2010
"Minimal","Haiti","3.5",2016
"Mission","Brazil","3.75",2016
"Mission","Brazil","3.5",2015
"Mita","Colombia","2.5",2012
"Moho","Belize","3.25",2013
"Moho","Belize","3.0",2013
"Moho","Belize","2.75",2010
"Molucca","Domincan Republic","3.0",2015
"Molucca","Indonesia","2.75",2015
"Molucca","Peru","3.25",2015
"Momotombo","Nicaragua","2.75",2011
"Momotombo","Nicaragua","2.75",2011
"Momotombo","Nicaragua","3.25",2011
"Monarque","Dominican Republic","3.5",2016
"Monsieur Truffe","Papua New Guinea","3.25",2014
"Montecristi","Ecuador","3.25",2015
"Montecristi","Ecuador","3.5",2015
"Montecristi","Ecuador","3.5",2015
"Muchomas (Mesocacao)","Nicaragua","3.5",2015
"Muchomas (Mesocacao)","Nicaragua","3.5",2015
"Mutari","Tanzania","2.75",2016
"Mutari","Domincan Republic","2.75",2016
"Mutari","Madagascar","2.75",2016
"Mutari","Vietnam","3.0",2016
"Nahua","Costa Rica","2.5",2013
"Nahua","Costa Rica","3.0",2013
"Naive","Trinidad, Tobago","3.75",2013
"Naive","Peru","3.75",2013
"Naive","Grenada","2.5",2012
"Na�ve","Nicaragua","3.25",2014
"Na�ve","Venezuela","2.75",2014
"Na�ve","Venezuela","3.0",2014
"Nanea","Hawaii","3.5",2013
"Nathan Miller","Peru","2.25",2014
"Nathan Miller","Dominican Republic","2.5",2014
"Nathan Miller","Madagascar","2.5",2014
"Nathan Miller","Ghana","3.5",2014
"Neuhaus (Callebaut)","Papua New Guinea","2.5",2010
"Neuhaus (Callebaut)","Trinidad","3.75",2008
"Neuhaus (Callebaut)"," ","1.0",2007
"Neuhaus (Callebaut)","West Africa","2.0",2006
"Neuhaus (Callebaut)","Sao Tome","2.75",2006
"Neuhaus (Callebaut)","Venezuela","3.0",2006
"Nibble","Venezuela","2.25",2015
"Nibble","Dominican Republic","2.75",2015
"Nibble","Madagascar","3.0",2015
"Nibble","Peru","3.0",2015
"Night Owl","Peru","2.75",2013
"Night Owl","Ecuador","3.5",2013
"Noble Bean aka Jerjobo","Ghana","3.0",2014
"Noble Bean aka Jerjobo","Belize","3.0",2014
"Noble Bean aka Jerjobo","Peru","3.25",2014
"Noir d' Ebine","Venezuela","3.0",2012
"Noir d' Ebine","Ecuador","3.0",2012
"Nova Monda","Nicaragua","3.0",2012
"Nova Monda","Nicaragua","2.75",2012
"Nova Monda","Ecuador","3.25",2012
"Nuance","Ghana","3.75",2015
"Nuance","Ecuador","2.75",2015
"Nuance","Venezuela","3.0",2015
"Nuance","Madagascar","3.5",2015
"Nuance","Dominican Republic","3.75",2015
"Nugali","Brazil","3.5",2016
"Oakland Chocolate Co.","Jamaica","2.5",2010
"Obolo","Peru","3.75",2015
"Obolo","Peru","3.75",2015
"Ocelot","Congo","3.75",2015
"Ocelot","Peru","4.0",2015
"Ocho","Samoa","2.75",2016
"Ocho","Samoa","3.5",2016
"Ocho","Papua New Guinea","2.75",2014
"Ocho","Papua New Guinea","3.0",2014
"Ocho","Papua New Guinea","3.25",2014
"Ocho","Papua New Guinea","3.5",2014
"Ohiyo","Trinidad","2.75",2015
"Ohiyo","Tanzania","3.0",2015
"Oialla by Bojessen (Malmo)","Bolivia","3.5",2011
"Olive and Sinclair","Dominican Republic","3.0",2010
"Olive and Sinclair","Ghana","3.0",2010
"Olive and Sinclair","Ghana, Domin. Rep","2.75",2009
"Olive and Sinclair","Ghana, Domin. Rep","3.0",2009
"Olivia","Carribean","2.0",2011
"Olivia","Carribean","2.75",2011
"Olivia","Carribean","2.75",2011
"Olivia","Carribean","3.0",2011
"Omanhene","Ghana","2.75",2011
"Omnom","Tanzania","3.75",2016
"Omnom","Papua New Guinea","3.0",2014
"Omnom","Madagascar","3.5",2014
"organicfair","Belize","2.75",2013
"organicfair","Dominican Republic","2.75",2013
"organicfair","Nicaragua","2.75",2013
"organicfair","Dominican Republic","3.0",2013
"organicfair","Ecuador","3.0",2013
"Original Beans (Felchlin)","Papua New Guinea","2.75",2014
"Original Beans (Felchlin)"," ","3.25",2014
"Original Beans (Felchlin)","Bolivia","3.75",2011
"Original Beans (Felchlin)","Congo","3.0",2009
"Original Beans (Felchlin)","Peru","3.0",2009
"Original Beans (Felchlin)","Bolivia","3.25",2009
"Original Hawaiin Chocolate Factory","Hawaii","3.0",2009
"Original Hawaiin Chocolate Factory","Hawaii","3.0",2006
"Orquidea","Peru","3.0",2012
"Orquidea","Peru","3.0",2012
"Pacari","Colombia","4.0",2016
"Pacari","Ecuador","3.25",2014
"Pacari","Ecuador","3.5",2014
"Pacari","Ecuador","3.75",2014
"Pacari","Ecuador","4.0",2014
"Pacari","Ecuador","2.75",2012
"Pacari","Peru","4.0",2012
"Pacari","Ecuador","3.5",2011
"Pacari","Ecuador","2.5",2008
"Pacari","Ecuador","2.75",2008
"Pacari","Ecuador","3.0",2008
"Pacari","Ecuador","2.0",2008
"Pacari","Ecuador","3.5",2008
"Palette de Bine","Guatemala","2.75",2016
"Palette de Bine","Belize","3.0",2016
"Palette de Bine","Bolivia","3.25",2015
"Palette de Bine","Trinidad","3.25",2015
"Palette de Bine","Tanzania","3.5",2015
"Palette de Bine","Vietnam","3.75",2015
"Palette de Bine","Bolivia","2.75",2014
"Palette de Bine","Madagascar","3.75",2014
"Palette de Bine","Ecuador","2.75",2014
"Palette de Bine","Trinidad, Ecuador","3.5",2014
"Palette de Bine","Trinidad","3.75",2014
"Pangea","Fiji","3.0",2016
"Park 75","South America","3.5",2014
"Parliament","Tanzania","3.25",2016
"Parliament","Guatemala","3.5",2015
"Parliament","Bolivia","3.0",2014
"Parliament","Dominican Republic","3.5",2014
"Pascha","Peru","2.5",2013
"Pascha","Peru","2.75",2013
"Patric"," ","3.75",2011
"Patric","Madagascar","4.0",2009
"Patric","Madagascar","3.5",2009
"Patric","Venezuela","3.5",2009
